date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:38:09	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:32%20GMT	https://www.microsoft.com/videoplayer/js/utils/browser.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/browser.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:09	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:32%20GMT	https://www.microsoft.com/videoplayer/js/utils/log.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/log.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:09	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:33%20GMT	https://www.microsoft.com/videoplayer/js/utils/to-camel-case.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/to-camel-case.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:09	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:33%20GMT	https://www.microsoft.com/videoplayer/js/utils/to-title-case.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/to-title-case.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:10	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:33%20GMT	https://www.microsoft.com/videoplayer/js/utils/time-ranges.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/time-ranges.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:10	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:34%20GMT	https://www.microsoft.com/videoplayer/js/utils/buffer.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/buffer.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:10	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:34%20GMT	https://www.microsoft.com/videoplayer/js/utils/stylesheet.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/stylesheet.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:11	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:34%20GMT	https://www.microsoft.com/videoplayer/js/fullscreen-api.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/fullscreen-api.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:11	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:35%20GMT	https://www.microsoft.com/videoplayer/js/media-error.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/media-error.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:11	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:35%20GMT	https://www.microsoft.com/videoplayer/js/utils/merge-options.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/utils/merge-options.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:12	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:35%20GMT	https://www.microsoft.com/videoplayer/js/tracks/text-track-list-converter.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/tracks/text-track-list-converter.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:12	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:36%20GMT	https://www.microsoft.com/videoplayer/js/tracks/audio-track-list.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/tracks/audio-track-list.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:12	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:36%20GMT	https://www.microsoft.com/videoplayer/js/tracks/video-track-list.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/tracks/video-track-list.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:13	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:36%20GMT	https://www.microsoft.com/videoplayer/js/tech/loader.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/tech/loader.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:13	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:37%20GMT	https://www.microsoft.com/videoplayer/js/FullscreenOutline.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/FullscreenOutline.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:14	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:37%20GMT	https://www.microsoft.com/videoplayer/js/poster-image.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/poster-image.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
18:38:14	214/214	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2019%20May%202022%2022:39:38%20GMT	https://www.microsoft.com/videoplayer/js/tracks/text-track-display.js	C:/My%20Web%20Sites/xbox/www.microsoft.com/videoplayer/js/tracks/text-track-display.js	(from http://amp.azure.net/libs/amp/2.3.9/azuremediaplayer.min.js)
